company_key,source_group,sample_id,stock_code,company_name,company_short,exchange,board,listing_date,ipo_year,prospectus_date,source_platform,source_page_url,prospectus_url,local_pdf_path,local_text_path,source_status,source_level,page_count,file_size_mb,keyword_hit_count,keyword_hit_summary,week12_role,recommended_action
STAR-688207,cninfo_star_pdf_log,STAR-688207,688207,北京格灵深瞳信息技术股份有限公司,格灵深瞳,SSE,科创板,2022-03-17,2022,2022-03-11,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-03-11/1212541092.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688207_格灵深瞳/688207_格灵深瞳_招股说明书_1212541092.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.54,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688209,cninfo_star_pdf_log,STAR-688209,688209,深圳英集芯科技股份有限公司,英集芯,SSE,科创板,2022-04-19,2022,2022-04-14,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-14/1212913471.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688209_英集芯/688209_英集芯_招股说明书_1212913471.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.31,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688211,cninfo_star_pdf_log,STAR-688211,688211,中科微至科技股份有限公司,中科微至,SSE,科创板,2021-10-26,2021,2021-10-20,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-10-20/1211324358.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688211_中科微至/688211_中科微至_招股说明书_1211324358.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.12,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688212,cninfo_star_pdf_log,STAR-688212,688212,上海澳华内镜股份有限公司,澳华内镜,SSE,科创板,2021-11-15,2021,2021-11-10,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-11-10/1211541088.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688212_澳华内镜/688212_澳华内镜_招股说明书_1211541088.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.43,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688213,cninfo_star_pdf_log,STAR-688213,688213,思特威(上海)电子科技股份有限公司,思特威,SSE,科创板,2022-05-20,2022,2022-05-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-05-17/1213369665.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688213_思特威/688213_思特威_招股说明书_1213369665.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.37,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688220,cninfo_star_pdf_log,STAR-688220,688220,翱捷科技股份有限公司,翱捷科技,SSE,科创板,2022-01-14,2022,2022-01-10,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-01-10/1212127080.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688220_翱捷科技/688220_翱捷科技_招股说明书_1212127080.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.27,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688227,cninfo_star_pdf_log,STAR-688227,688227,广州市品高软件股份有限公司,品高股份,SSE,科创板,2021-12-30,2021,2021-12-27,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-12-27/1212022275.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688227_品高股份/688227_品高股份_招股说明书_1212022275.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.10,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688230,cninfo_star_pdf_log,STAR-688230,688230,上海芯导电子科技股份有限公司,芯导科技,SSE,科创板,2021-12-01,2021,2021-11-26,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-11-26/1211705074.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688230_芯导科技/688230_芯导科技_招股说明书_1211705074.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.13,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688231,cninfo_star_pdf_log,STAR-688231,688231,江苏隆达超合金股份有限公司,隆达股份,SSE,科创板,2022-07-22,2022,2022-07-15,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-15/1214044108.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688231_隆达股份/688231_隆达股份_招股说明书_1214044108.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,21.12,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688232,cninfo_star_pdf_log,STAR-688232,688232,国泰新点软件股份有限公司,新点软件,SSE,科创板,2021-11-17,2021,2021-11-12,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-11-12/1211562105.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688232_新点软件/688232_新点软件_招股说明书_1211562105.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.98,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688234,cninfo_star_pdf_log,STAR-688234,688234,山东天岳先进科技股份有限公司,天岳先进,SSE,科创板,2022-01-12,2022,2022-01-07,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-01-07/1212110959.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688234_天岳先进/688234_天岳先进_招股说明书_1212110959.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,2.65,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688235,cninfo_star_pdf_log,STAR-688235,688235,百济神州有限公司,百济神州,SSE,科创板,2021-12-15,2021,2021-12-08,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-12-08/1211837229.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688235_百济神州/688235_百济神州_招股说明书_1211837229.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.69,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688237,cninfo_star_pdf_log,STAR-688237,688237,湖北超卓航空科技股份有限公司,超卓航科,SSE,科创板,2022-07-01,2022,2022-06-28,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-06-28/1213836489.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688237_超卓航科/688237_超卓航科_招股说明书_1213836489.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.11,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688238,cninfo_star_pdf_log,STAR-688238,688238,上海和元生物技术(集团)股份有限公司,和元生物,SSE,科创板,2022-03-22,2022,2022-03-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-03-17/1212593721.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688238_和元生物/688238_和元生物_招股说明书_1212593721.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,13.07,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688244,cninfo_star_pdf_log,STAR-688244,688244,永信至诚科技集团股份有限公司,永信至诚,SSE,科创板,2022-10-19,2022,2022-10-14,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-10-14/1214774536.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688244_永信至诚/688244_永信至诚_招股说明书_1214774536.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,7.36,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688246,cninfo_star_pdf_log,STAR-688246,688246,嘉和美康(北京)科技股份有限公司,嘉和美康,SSE,科创板,2021-12-14,2021,2021-12-09,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-12-09/1211849938.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688246_嘉和美康/688246_嘉和美康_招股说明书_1211849938.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.49,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688247,cninfo_star_pdf_log,STAR-688247,688247,上海宣泰医药科技股份有限公司,宣泰医药,SSE,科创板,2022-08-25,2022,2022-08-22,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-22/1214346784.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688247_宣泰医药/688247_宣泰医药_招股说明书_1214346784.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,18.59,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688248,cninfo_star_pdf_log,STAR-688248,688248,南方电网电力科技股份有限公司,南网科技,SSE,科创板,2021-12-22,2021,2021-12-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-12-16/1211922430.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688248_南网科技/688248_南网科技_招股说明书_1211922430.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.82,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688249,cninfo_star_pdf_log,STAR-688249,688249,合肥晶合集成电路股份有限公司,晶合集成,SSE,科创板,2023-05-05,2023,2023-04-26,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-04-26/1216593341.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688249_晶合集成/688249_晶合集成_招股说明书_1216593341.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,14.38,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688251,cninfo_star_pdf_log,STAR-688251,688251,合肥井松智能科技股份有限公司,井松智能,SSE,科创板,2022-06-06,2022,2022-05-31,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-05-31/1213551201.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688251_井松智能/688251_井松智能_招股说明书_1213551201.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.57,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688252,cninfo_star_pdf_log,STAR-688252,688252,深圳天德钰科技股份有限公司,天德钰,SSE,科创板,2022-09-27,2022,2022-09-22,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-22/1214641592.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688252_天德钰/688252_天德钰_招股说明书_1214641592.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.80,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688253,cninfo_star_pdf_log,STAR-688253,688253,北京英诺特生物技术股份有限公司,英诺特,SSE,科创板,2022-07-28,2022,2022-07-25,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-25/1214123670.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688253_英诺特/688253_英诺特_招股说明书_1214123670.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,10.01,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688265,cninfo_star_pdf_log,STAR-688265,688265,上海南方模式生物科技股份有限公司,南模生物,SSE,科创板,2021-12-28,2021,2021-12-23,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-12-23/1211990956.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688265_南模生物/688265_南模生物_招股说明书_1211990956.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.61,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688271,cninfo_star_pdf_log,STAR-688271,688271,上海联影医疗科技股份有限公司,联影医疗,SSE,科创板,2022-08-22,2022,2022-08-16,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-16/1214298793.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688271_联影医疗/688271_联影医疗_招股说明书_1214298793.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.93,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688273,cninfo_star_pdf_log,STAR-688273,688273,南京麦澜德医疗科技股份有限公司,麦澜德,SSE,科创板,2022-08-11,2022,2022-08-08,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-08/1214240799.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688273_麦澜德/688273_麦澜德_招股说明书_1214240799.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.08,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688275,cninfo_star_pdf_log,STAR-688275,688275,湖北万润新能源科技股份有限公司,万润新能,SSE,科创板,2022-09-29,2022,2022-09-23,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-09-23/1214651552.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688275_万润新能/688275_万润新能_招股说明书_1214651552.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.87,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688279,cninfo_star_pdf_log,STAR-688279,688279,峰岹科技(深圳)股份有限公司,峰岹科技,SSE,科创板,2022-04-20,2022,2022-04-15,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-15/1212923902.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688279_峰岹科技/688279_峰岹科技_招股说明书_1212923902.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.99,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688280,cninfo_star_pdf_log,STAR-688280,688280,精进电动科技股份有限公司,精进电动,SSE,科创板,2021-10-27,2021,2021-10-21,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-10-21/1211339290.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688280_精进电动/688280_精进电动_招股说明书_1211339290.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,13.69,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688281,cninfo_star_pdf_log,STAR-688281,688281,陕西华秦科技实业股份有限公司,华秦科技,SSE,科创板,2022-03-07,2022,2022-03-02,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-03-02/1212482414.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688281_华秦科技/688281_华秦科技_招股说明书_1212482414.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,8.60,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688282,cninfo_star_pdf_log,STAR-688282,688282,北京理工导航控制科技股份有限公司,理工导航,SSE,科创板,2022-03-18,2022,2022-03-14,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-03-14/1212557859.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688282_理工导航/688282_理工导航_招股说明书_1212557859.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.08,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688285,cninfo_star_pdf_log,STAR-688285,688285,中铁高铁电气装备股份有限公司,高铁电气,SSE,科创板,2021-10-20,2021,2021-10-14,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-10-14/1211256035.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688285_高铁电气/688285_高铁电气_招股说明书_1211256035.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.82,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688290,cninfo_star_pdf_log,STAR-688290,688290,杭州景业智能科技股份有限公司,景业智能,SSE,科创板,2022-04-29,2022,2022-04-25,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-25/1213087076.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688290_景业智能/688290_景业智能_招股说明书_1213087076.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.76,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688291,cninfo_star_pdf_log,STAR-688291,688291,北京金橙子科技股份有限公司,金橙子,SSE,科创板,2022-10-26,2022,2022-10-19,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-10-19/1214825183.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688291_金橙子/688291_金橙子_招股说明书_1214825183.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.77,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688292,cninfo_star_pdf_log,STAR-688292,688292,北京浩瀚深度信息技术股份有限公司,浩瀚深度,SSE,科创板,2022-08-18,2022,2022-08-11,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-11/1214267815.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688292_浩瀚深度/688292_浩瀚深度_招股说明书_1214267815.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.70,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688293,cninfo_star_pdf_log,STAR-688293,688293,上海奥浦迈生物科技股份有限公司,奥浦迈,SSE,科创板,2022-09-02,2022,2022-08-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-08-30/1214449566.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688293_奥浦迈/688293_奥浦迈_招股说明书_1214449566.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.94,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688295,cninfo_star_pdf_log,STAR-688295,688295,中复神鹰碳纤维股份有限公司,中复神鹰,SSE,科创板,2022-04-06,2022,2022-03-30,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-03-30/1212728566.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688295_中复神鹰/688295_中复神鹰_招股说明书_1212728566.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.52,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688297,cninfo_star_pdf_log,STAR-688297,688297,中航(成都)无人机系统股份有限公司,中无人机,SSE,科创板,2022-06-29,2022,2022-06-21,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-06-21/1213762770.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688297_中无人机/688297_中无人机_招股说明书_1213762770.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.31,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688302,cninfo_star_pdf_log,STAR-688302,688302,海创药业股份有限公司,海创药业,SSE,科创板,2022-04-12,2022,2022-04-07,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-07/1212827583.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688302_海创药业/688302_海创药业_招股说明书_1212827583.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,13.96,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688306,cninfo_star_pdf_log,STAR-688306,688306,宁波均普智能制造股份有限公司,均普智能,SSE,科创板,2022-03-22,2022,2022-03-17,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-03-17/1212593749.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688306_均普智能/688306_均普智能_招股说明书_1212593749.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.82,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688307,cninfo_star_pdf_log,STAR-688307,688307,嘉兴中润光学科技股份有限公司,中润光学,SSE,科创板,2023-02-16,2023,2023-02-10,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-02-10/1215817595.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688307_中润光学/688307_中润光学_招股说明书_1215817595.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,20.43,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688315,cninfo_star_pdf_log,STAR-688315,688315,北京诺禾致源科技股份有限公司,诺禾致源,SSE,科创板,2021-04-13,2021,2021-04-07,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2021-04-07/1209642695.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2021/688315_诺禾致源/688315_诺禾致源_招股说明书_1209642695.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.00,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688320,cninfo_star_pdf_log,STAR-688320,688320,浙江禾川科技股份有限公司,禾川科技,SSE,科创板,2022-04-28,2022,2022-04-25,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-25/1213087080.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688320_禾川科技/688320_禾川科技_招股说明书_1213087080.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,6.30,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688322,cninfo_star_pdf_log,STAR-688322,688322,奥比中光科技集团股份有限公司,奥比中光,SSE,科创板,2022-07-07,2022,2022-07-04,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-04/1213929854.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688322_奥比中光/688322_奥比中光_招股说明书_1213929854.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,14.09,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688325,cninfo_star_pdf_log,STAR-688325,688325,广东赛微微电子股份有限公司,赛微微电,SSE,科创板,2022-04-22,2022,2022-04-19,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-19/1212962982.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688325_赛微微电/688325_赛微微电_招股说明书_1212962982.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,4.72,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688326,cninfo_star_pdf_log,STAR-688326,688326,北京经纬恒润科技股份有限公司,经纬恒润,SSE,科创板,2022-04-19,2022,2022-04-13,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-04-13/1212898544.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688326_经纬恒润/688326_经纬恒润_招股说明书_1212898544.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,9.05,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688327,cninfo_star_pdf_log,STAR-688327,688327,云从科技集团股份有限公司,云从科技,SSE,科创板,2022-05-27,2022,2022-05-24,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-05-24/1213463498.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688327_云从科技/688327_云从科技_招股说明书_1213463498.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,15.83,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688331,cninfo_star_pdf_log,STAR-688331,688331,荣昌生物制药(烟台)股份有限公司,荣昌生物,SSE,科创板,2022-03-31,2022,2022-03-28,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-03-28/1212699093.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688331_荣昌生物/688331_荣昌生物_招股说明书_1212699093.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,11.77,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688332,cninfo_star_pdf_log,STAR-688332,688332,深圳市中科蓝讯科技股份有限公司,中科蓝讯,SSE,科创板,2022-07-15,2022,2022-07-12,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2022-07-12/1214007909.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2022/688332_中科蓝讯/688332_中科蓝讯_招股说明书_1214007909.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,5.47,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
STAR-688334,cninfo_star_pdf_log,STAR-688334,688334,西安高压电器研究院股份有限公司,西高院,SSE,科创板,2023-06-19,2023,2023-06-13,巨潮资讯网CNInfo抓取日志,,https://static.cninfo.com.cn/finalpage/2023-06-13/1217044754.PDF,任务一_招股书抓取_科创板_2021-2025/PDF库/科创板/2023/688334_西高院/688334_西高院_招股说明书_1217044754.pdf,,本地PDF存在,A-CNInfo URL+本地PDF,,12.90,,,科创板跨板块推广,先PDF转Markdown，再用同一套TOC+关键词规则定位PE/VC与股本变动章节。
