review_id,priority,candidate_id,stock_code,company_short,event_type,source_page,confidence,review_reason,human_decision,corrected_value,reviewer,review_date,evidence_excerpt
W13R011,P1,W13-920249-025,920249,利尔达,基金备案,39,低,核对备案编码、管理人/GP及是否直接披露,,,,,"、 募集资金运用 根据公司第三届董事会第十七次会议、第四届董事会第五次会议、第四届董 事会第七次会议和 2021 年第三次临时股东大会、2022 年第三次临时股东大会会 议决议，本次募集资金扣除发行费用后的净额拟全部用于如下用途。 单位：万元 序 号 项目名称 项目总投入 拟投入募集资金 项目备案号 1 先芯三期物联网模 块扩产项目 12,000.00 11,900.00 2108-330127-04-01-761868"
W13R012,P1,W13-920304-013,920304,迪尔化工,股权转让,49,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,人员增持公司股份后，公司股票仍触及稳定股 价预案启动的条件，公司以法律法规允许的交易方式向不 特定合格投资者回购股份（以下简称 “公司回购股份”）满 足启动股价稳定措施条件后，公司应在 5 个交易日内召开 董事会，讨论公司向不特定合格投资者回购公司股份的方 案，并提交股东大会审议。在股东大会审议通过股份回购 方案后，公司依法通知债权人，向证券监督管理部门、北 交所等主管部门报送相关材料，办理审批或备案手续。在 完成必需的审批、备案、信息披露等程序后，公司方可实 施相应的股份回购方案。 公司回购股份的资金为自有资金， 回购股份的价格不高于本次发行价格（适用于公司股票在 北交所上市之日起的前三个月内）或公司上一个会计年度 经审计的每股净资产值（适用于公司股票在北交所上市之 日起的第四个月至三年内），回购股份的方式为 以法律法 规允许的交易方式向社会公众股东回购股份。公司用于回 购股份的资金金额不超过上一个会计年度归属于母公司所 有者净利润的 50%。如果公司股价已经不满足启动稳定公 司股价措施的条件的，公司可不再实施向不特定合格投资 者回购股份。回购股份后，公司的股权分布应当符合北交 所上市条件。公司以法律法规允许的交易方式向不特定合 格投资者回购公司股份应符合《中华人民共和国公司法》 《中华人民共和国证券法》《全国中小企业股份转让系统 股票交易规则》等法律、法规、规范性文件的规定。三、 应启动而未启动股价稳定措施的约束措施在启动股价稳定 措施的条件满足时， 如实际控制人及其一致行动人、 公司、 董事（独立董事除外）、高级
W13R013,P1,W13-920304-015,920304,迪尔化工,股权转让,51,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,员增持公司股份后，公司股票仍触及稳定股 价预案启动的条件，公司以法律法规允许的交 易方式向不 特定合格投资者回购股份（以下简称 “公司回购股份”）满 足启动股价稳定措施条件后，公司应在 5 个交易日内召开 董事会，讨论公司向不特定合格投资者回购公司股份的方 案，并提交股东大会审议。在股东大会审议通过股份回购 方案后，公司依法通知债权人，向证券监督管理部门、北 交所等主管部门报送相关材料，办理审批或备案手续。在 完成必需的审批、备案、信息披露等程序后，公司方可实 施相应的股份回购方案。 公司回购股份的资金为自有资金，
W13R014,P1,W13-920304-016,920304,迪尔化工,股权转让,52,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,者净利润的 50%。如果公司股价已经不满足启动稳定公 司股价措施的条件的，公司可不再实施向不特定合格投资 者回购股份。回购股份后，公司的股权分布应当符合北交 所上市条件。公司以法律法规允许的交易方式向不特定合 格投资者回购公司股份应符合《中华人民共和国公司法》 《中华人民共和国证券法》《全国中小企业股份转让系统 股票交易规则》等法律、法规、规范性文件的规定。三、 应启动而未启动股价稳定措施的约束措施在启动股价稳定 措施的条件满足时， 如实际控制人及其一致行动人、 公司、 董事（独立董事除外）、高级管理人员未采取上述稳定股 价的具体措施，实际控制人及其一致行动人、公司、董事 （独立董事除外） 、 高级管理人员承诺接受以下约束措施： （一）实际控制人及其一致行动人、公司、董事（独立董 事除外） 、 高级管理人员将在公司股东大会及中国证监会、 北交所指定报刊上公开说明未采取上述稳定股价措施的具 体原因并向公司股东和社会公众投资者道歉。（二）如果 实际控制人及其一致行动人未采取上述稳定股价的具体措 施的，则实际控制人及其一致行动人持有的公司股份不得 转让，直至其按本预案的规定采取相应的稳定股价措施并 实施完毕。如实际控制人及其一致行动人已公告增持具体 计划但由于主观原因不能实际履行，则公司应将与实际控 制人及其一致行动人履行增持义务相应金额（用于增持股 份的资金金额不低于最近一个会计年度从公司分得的现金 股利）的应付实际控制人及其一致行动人现金分红予以截 留，直至实际控制人及其一致行动人履行其增持义务；如 已经连续两次触发增持
W13R015,P1,W13-920438-002,920438,戈碧迦,股权转让,73,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,市场情况、本人资金需求、投资 安排等各方面因素确定减持计划，择机进行减持。3、本人减持发行人股票将严格遵守 中国证监会《上市公司股东、董监高减持股份的若干规定》 《北京证券交易所股票上市 规则（试行） 》等法律法规和规范性文件及证券交易所规则的规定，具体方式包括但不 限于证券交易所集中竞价交易方式、大宗交易方式、协议转让等监管机构认可的方 式。4、若本人通过交易所集中竞价交易减持股份的，将在首次卖出的十五个交易日前 通知发行人并预先披露减持计划。同时，本人承诺减持将严格遵守中国证券监督管理 委员会、北京证券交易所届时适用的规则及时、准确地履行报告、预先披露及信息披 露义务。5、在本人所持发行人股票锁定期满后两年内，本人拟减持发行人股票的，减
W13R016,P1,W13-920438-003,920438,戈碧迦,股权转让,74,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,运作的需要， 审慎制定股票减持计划，在股票锁定期满后逐步减持。2、本人减持发行人股票将会严 格遵守中国证监会《上市公司股东、董监高减持股份的若干规定》 《北京证券交易所股 票上市规则（试行） 》等法律法规和规范性文件及证券交易所规则的规定。本人减持具 体方式包括但不 限于证券交易所集中竞价交易方式、大宗交易方式、协议转让方式监 管机构认可的方式。3、若本人通过交易所集中竞价交易减持股份的，将在首次卖出的 十五个交易日前通知发行人并预先披露减持计划。同时，本人承诺减持将严格遵守中 国证券监督管理委员会、北京证券交易所届时适用的规则及时、准确地履行报告、预 先披露及信息披露义务。4、在本人所持发行人股票锁定期满后两年内，本人拟减持发 行人股票的，减持价格不低于经除权除息等因素调整后的本次发行的发行价。在本人 担任发行人董事、监事或高级管理人员期间，每年转让的股份数量不超过本人持有的 发行人股份总数的 25%；在本人离职后半年内，不转让本人持有的发行人股份；本人
W13R017,P1,W13-920438-004,920438,戈碧迦,股权转让,75,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,作 的需要，审慎制定股票减持计划，在股票锁定期满后逐步减持。2、本企业减持发行人 股票将会严格遵守中国证监会《上市公司股东、董监高减持股份的若干规定》 《北京证 券交易所股票上市规则（试行） 》等法律法规和规范性文件及证券交易所规则的规定。 本企业减持具体方式包括但不限于证券交易所集中竞价交易方式、大宗交易方式、协 议转让方式监管机构认可的方式。3、若本企业通过交易所集中竞价交易减持股份的， 将在首次卖出的十五个交易日前通知发行人并预先披 露减持计划。同时，本企业承诺 减持将严格遵守中国证券监督管理委员会、北京证券交易所届时适用的规则及时、准 确地履行报告、预先披露及信息披露义务。4、在本企业所持发行人股票锁定期满后两 年内，本企业拟减持发行人股票的，减持价格不低于经除权除息等因素调整后的本次 发行的发行价。5、如果未履行上述承诺事项，本企业将在发行人股东大会及中国证监 会指定报刊上公开说明未履行承诺的具体原因并向发行人其他股东和社会公众投资者 道歉，同时本企业持有的发行人股票的锁定期限自动延长六个月；如因本公司未履行 相关承诺导致发行人或其投资者遭受经济 损失的，本企业将向发行人或其投资者依法 予以赔偿；如本企业因未履行相关承诺而取得不当收益的，则该等收益全部归发行人
W13R018,P1,W13-920438-009,920438,戈碧迦,股权转让,87,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,份有限公司向不特定合 格投资者公开发行股票并在北京证券交易所上市后三年内稳定股价措施的预案 》的内 容并承担相应的法律责任。 （2）在启动股价稳定措施的前提条件满足时，本公司将按 照经股东大会审议通过的稳定股价的预案回购本公司股票，同时本公司也将遵照《北 京证券交易所上市公司持续监管指引第 4 号—股份回购》等法律法规的条件下回购股 份，不导致本公司股权分布不符合在北京证券交易所上市条件。 （3）在启动股价稳定 措施的前提条件满足时，如本公司未采取上述稳定股价的具体措施，本公司将在股东 大会及中国证券监督管理委员会指定媒体上公开说明未采取稳 定股价措施的具体原因 并向股东和社会公众投资者道歉。如非因不可抗力导致，给投资者造成损失的，本公 司将向投资者依法承担赔偿责任，并按照法律、法规及相关监管机构的要求承担相应 的责任；如因不可抗力导致，应尽快研究将投资者利益损失降低到最小的处理方案， 并提交股东大会审议，尽可能地保护公司投资者利益。 （4）自本公司股票在北京证券 交易所上市之日起三年内，若本公司新聘任董事、高级管理人员的，本公司将要求该 等新聘任的董事、高级管理人员履行本公司在北京证券交易所上市之日时董事、高级
W13R019,P1,W13-920719-007,920719,宁新新材,股权转让,56,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,时按照各方事先协调所达成的一致意见行使表决权。（4）协 议各方应当确保按照达成一致行动决定行使股东权利，承担股东义务。（5）若各方内 部无法达成一致意见， 各方应按照李海航的意向进行表决， 协议各方应当严格按照该决 定执行；（6）各方承诺，如其将所持有的公司的全部或部分股权对外转让，则该等转 让需以受让方同意承继本协议项下的义务并代替出让方重新签署本协议作为股权转让 的生效条件之一；（7）如果任何一方违反其作出的前述承诺（任何一条），必须按照 其他守约方的要求将其全部的权利与义务转让给其他守约方中的一方、 两方或多方， 其 他守约方也可共同要求将其全部的权利与义务转让给指定的第三方。 5、协议经各方签署后成立并生效，有效期至公司股票首次公开发行上市之日起第 36 个月的最后一日。在有效期内，本协议是不可撤销的。” 2、公司控股股东、实际控制人基本情况 李海航，中国国籍，无境外永久居留权，身份证号码为 3302261977********；李 海航现任公司董事、总经理，其简历参见招股说明书本节之“八、董事、监事、高级管 理人员情况”之“（一）董事、监事、高级管理人员的简要情况”之“1、公司董事情 况”。 邓达琴，中国国籍，无境外永久居留权，身份证号码为 3622261966********；邓 达琴现任公司董事长，其简历参见招股说明书本节之“八、董事、监事、高级管理人员 情况”之“（一）董事、监事、高级管理人员的简要情况”之“1、公司董事情况”。 李江标，中国国籍，无境外永久居留权，身份证号码为 3302261
W13R020,P1,W13-920719-024,920719,宁新新材,基金备案,156,低,核对备案编码、管理人/GP及是否直接披露,,,,,加工用工装 实用 新型 宁和达 2022223373603 2022.09.02 2022.12.06 发行人及其子公司合法拥有上述专利，且不存在产权纠纷或潜在产权纠纷。 （4）域名 截至本招股说明书签署日， 发行人及其子公司依法拥有域名合计共1 项， 具体情况 如下表所示： 序号 ICP 备案号 网站网址 所有权人 专用期限 1 赣 ICP 备 15012017 号 http://www.jxningxin.com 宁新新材 2015.11.23- 2025.11.23 （四） 其他披露事项 截至报告期期末，公司签署的合同合法有效，合同履行不存在法律障碍。本公司已 履行、 正在履行或将要履行的对公司的生产经营活动、 财务状况和未来发展具有重要影 响的合同如下：
W13R021,P1,W13-920719-025,920719,宁新新材,基金备案,165,低,核对备案编码、管理人/GP及是否直接披露,,,,,23-2025.01.22 6 《报关单位注册登记证书》 （海关 注册编码：36089609ER） 发行人 宜春海关 2018.12.13 至长期 7 《对外贸易经营者备案登记表》 （编号：02406681） 发行人 - 2018.12.12 至长期 8 《出入境检验检疫报检企业备案 表》 （备案号:3605601727） 发行人 江西出入境检验检 疫局 2016.04.11 至长期 9 《高新技术企业证书》 （编号： GR202236000252） 发行人 江西省科学技术 厅、 江西省财政厅、 国家税务局江西省 税务局 2022.11.4-2025.11.3 10 两化融合管理体系评定证书 （证书编号： AIITRE-00220IIIMS0202801） 发行人 中国船级社质量认 证有限公司 2020.5.11-2023.5.11 11 诚信管理体系认证证书（编号： JY21SCCX003R0S） 发行人 江右认证集团有限 公司 2021.10.13-2024.10.12 12 武器装备质量管理体系认证证书 （注册号：02622J31767R1M） 发行人 北京天一正认证中 心有限公司 2022.9.30-2025.9.5 13 标准化等级认证证书（编号： JY21SCBZ003R0S） 发行人 江右认证集团有限 公司 2021.10.13-2024.10.12 14 《质量管理体系认证证书》(注册 号：07222Q30012R1S) 宁和达 河北英博认证有限 公司 2022.01.14-
W13R022,P1,W13-920950-010,920950,迅安科技,股权转让,62,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,价措施的启动程序 （一）公司回购股票 1）公司董事会应在回购股份启动条件触发之日起的 10 个交易日内，作出 公司回购股份的决议； 2）公司董事会应在作出公司回购股份之决议后的 2 个交易日内，公开披露 董事会决议及回购股份预案等相关公告； 3）公司应在股东大会对公司回购股份作出决议后，并在股份回购符合证券
W13R023,P1,W13-920950-011,920950,迅安科技,股权转让,66,低,核对是否为真实股权转让，排除全国股转系统语境,,,,,性和完整性承担法律责任。 2、因发行人招股说明书有虚假记载、误导性陈述或者重大遗漏，对判断发 行人是否符合法律规定的发行条件构成重大、实质影响，在该等违法事实被中 国证监会、证券交易所或司法机关等有权机关认定后，发行人将依法回购公开 发行的全部新股。发行人将在上述情形发生之日起 5 个工作日内启动股份回购 程序（包括但不限于制定股份回购方案、召开董事会及股东大会、履行相关信 息披露义务等）。回购价格不低于发行人本次向不特定合投资者公开发行股票 的发行价（如果 发行人上市后因派发现金红利、送股、转增股本、增发新股等 原因进行除权、除息的，应按照有关规定作相应价格调整）与股票公开发行完 成日至股票回购公告日期间的银行同期活期存款利息之和。 3、因发行人招股说明书有虚假记载、误导性陈述或者重大遗漏，致使投资 者在证券交易中遭受损失的，发行人将依法赔偿投资者损失。有权获得赔偿的 投资者资格、投资者损失的范围认定、赔偿主体之间的责任划分和免责事由等 按照届时有效的法律法规的规定执行。” 控股股东、实际控制人高为人承诺： “1、发行人本次向不特定合格投资者公开发行股票并在北京证券交易 所上 市的招股说明书（以下简称 “招股说明书”）不存在虚假记载、误导性陈述或 者重大遗漏，承诺人对招股说明书的真实性、准确性和完整性承担法律责任。 2、因发行人招股说明书有虚假记载、误导性陈述或者重大遗漏，对判断发 行人是否符合法律规定的发行条件构成重大、实质影响，在该等违法事实被中 国证监会、证券交易所或司法机关等有权机关认定后，承诺人将
